6.108148813616901540e-01,1.000000000000000000e+00
8.452795453746489995e-01,1.000000000000000000e+00
4.822571701212496897e-01,1.000000000000000000e+00
3.466856257517381135e-02,0.000000000000000000e+00
3.876910255381420534e-01,0.000000000000000000e+00
7.004022718068437792e-01,1.000000000000000000e+00
5.919340076941046469e-01,1.000000000000000000e+00
3.758638488483669882e-01,0.000000000000000000e+00
1.249795260250600171e-01,0.000000000000000000e+00
7.509402366035394794e-01,1.000000000000000000e+00
6.998895769771033004e-01,1.000000000000000000e+00
2.375018649059940090e-01,0.000000000000000000e+00
8.864529046198491580e-01,1.000000000000000000e+00
2.631441931607901852e-01,0.000000000000000000e+00
4.533750148830302251e-01,1.000000000000000000e+00
5.816523765655490230e-01,1.000000000000000000e+00
1.127786721720092089e-02,0.000000000000000000e+00
9.715631598110253675e-01,1.000000000000000000e+00
3.138852669405058915e-01,0.000000000000000000e+00
8.692777176901399505e-01,1.000000000000000000e+00
3.493501892487306248e-01,0.000000000000000000e+00
3.502181589789723493e-01,0.000000000000000000e+00
2.372871489415251389e-01,0.000000000000000000e+00
1.250585854862853452e-01,0.000000000000000000e+00
1.990640551760893828e-01,0.000000000000000000e+00
1.742693058336348688e-01,0.000000000000000000e+00
3.749911273631107989e-01,0.000000000000000000e+00
1.559482027097349732e-01,0.000000000000000000e+00
8.452460259012889443e-01,1.000000000000000000e+00
1.559849478607850948e-01,0.000000000000000000e+00
2.142353760628235015e-02,0.000000000000000000e+00
4.207296379016914889e-01,0.000000000000000000e+00
5.049695530329361137e-01,1.000000000000000000e+00
4.296869581869193766e-01,1.000000000000000000e+00
8.029814262742476227e-01,1.000000000000000000e+00
7.305921574428170251e-01,1.000000000000000000e+00
1.154435954847802259e-01,0.000000000000000000e+00
5.701603132010695241e-01,1.000000000000000000e+00
2.145694504689202864e-01,0.000000000000000000e+00
6.267381470833557344e-01,1.000000000000000000e+00
3.743472829665475121e-01,0.000000000000000000e+00
4.833052870959390068e-01,0.000000000000000000e+00
4.748389325910470360e-01,1.000000000000000000e+00
6.911734870197152603e-01,1.000000000000000000e+00
9.764275675037259461e-02,0.000000000000000000e+00
1.548292176503474060e-02,0.000000000000000000e+00
7.066885926625555703e-01,1.000000000000000000e+00
7.698863723598912134e-01,1.000000000000000000e+00
3.603132771753658758e-01,0.000000000000000000e+00
4.827306967055879916e-01,0.000000000000000000e+00
4.136898264713319007e-01,0.000000000000000000e+00
3.198968759603886269e-01,0.000000000000000000e+00
7.454346379103248266e-01,1.000000000000000000e+00
1.737646534077381677e-01,0.000000000000000000e+00
3.124097901168606528e-01,0.000000000000000000e+00
4.538788901248503871e-01,0.000000000000000000e+00
5.200014462354968225e-01,0.000000000000000000e+00
6.436101164695946508e-01,1.000000000000000000e+00
1.389056822972329908e-01,0.000000000000000000e+00
6.659367087392530360e-01,1.000000000000000000e+00
4.826338126484173152e-01,0.000000000000000000e+00
2.151552819826476615e-01,0.000000000000000000e+00
7.170305715182717643e-01,1.000000000000000000e+00
4.982040128048391692e-01,0.000000000000000000e+00
1.449528118201313109e-01,0.000000000000000000e+00
1.413474099081446500e-01,0.000000000000000000e+00
5.042014712655858988e-01,1.000000000000000000e+00
2.462002364397506415e-01,0.000000000000000000e+00
8.742131523896397027e-01,1.000000000000000000e+00
5.684667561018595938e-01,1.000000000000000000e+00
6.049106500106691264e-01,1.000000000000000000e+00
1.522747984985658443e-01,0.000000000000000000e+00
8.982664105459717829e-01,1.000000000000000000e+00
8.897851313533187145e-01,1.000000000000000000e+00
5.231412937867438995e-01,1.000000000000000000e+00
8.075864187885830603e-01,1.000000000000000000e+00
1.859293305553116893e-01,0.000000000000000000e+00
7.911155352614315239e-01,1.000000000000000000e+00
7.345344081497729993e-01,1.000000000000000000e+00
8.439933773944264805e-01,1.000000000000000000e+00
6.154787941352743985e-01,1.000000000000000000e+00
8.804098473042965001e-02,0.000000000000000000e+00
3.744682927446627563e-01,0.000000000000000000e+00
4.811139882432351467e-01,0.000000000000000000e+00
2.424632207661824301e-01,0.000000000000000000e+00
7.671319965437372046e-01,1.000000000000000000e+00
9.064958520815409315e-01,1.000000000000000000e+00
7.992636403804558309e-01,1.000000000000000000e+00
7.447924317101747294e-01,1.000000000000000000e+00
7.185756420224078678e-01,1.000000000000000000e+00
9.816580615922587683e-01,1.000000000000000000e+00
8.811624977151522042e-02,0.000000000000000000e+00
1.396718825223889349e-01,0.000000000000000000e+00
7.068074940033992615e-01,1.000000000000000000e+00
2.805367541536357701e-01,0.000000000000000000e+00
2.534128267968555059e-01,0.000000000000000000e+00
9.057664613302764955e-01,1.000000000000000000e+00
2.922149951844835725e-01,0.000000000000000000e+00
1.592365783822924374e-02,0.000000000000000000e+00
7.635745766549018043e-02,0.000000000000000000e+00
8.381183492096466736e-02,0.000000000000000000e+00
9.724734475156771030e-01,1.000000000000000000e+00
2.135440446119856173e-01,0.000000000000000000e+00
9.065284661056540738e-01,1.000000000000000000e+00
9.377512463129040743e-01,1.000000000000000000e+00
4.649160074949817423e-01,0.000000000000000000e+00
5.775593065256123815e-02,0.000000000000000000e+00
9.360712160622398637e-01,1.000000000000000000e+00
7.128912764215545872e-01,1.000000000000000000e+00
1.061204736976805174e-01,0.000000000000000000e+00
8.920738524632386701e-01,1.000000000000000000e+00
3.838853345335079270e-01,0.000000000000000000e+00
4.954998166153129491e-01,1.000000000000000000e+00
9.821331732896099176e-02,0.000000000000000000e+00
7.620329997466387395e-01,1.000000000000000000e+00
7.541985588632449389e-02,0.000000000000000000e+00
6.612719817300322100e-01,1.000000000000000000e+00
3.071024770340645693e-01,0.000000000000000000e+00
5.399466405305003436e-01,0.000000000000000000e+00
1.559161234186122735e-01,0.000000000000000000e+00
7.885463208209587682e-01,1.000000000000000000e+00
6.357222431490616721e-02,0.000000000000000000e+00
9.123083638444061672e-01,1.000000000000000000e+00
